Tahun - Kuartal,Jumlah aset lancar,Jumlah liabilitas jangka pendek,Jumlah aset,Jumlah liabilitas,Jumlah ekuitas,Jumlah ekuitas yang diatribusikan kepada pemilik entitas induk,Penjualan dan pendapatan usaha,Jumlah laba bruto,Jumlah laba (rugi),Laba (rugi) yang dapat diatribusikan ke entitas induk,Laba (rugi) per saham dasar dari operasi yang dilanjutkan,Current Ratio,Debt Equity Ratio,Gross Profit Margin,Net Profit Margin,Return on Asset,Return on Equity,Code
2020 - 1,39498652013,1025555084447,1096880945962,1544858097193,-447977151231,-447761744341,412308490,-5588176932,-102006277677,-101620872358,-104.9480400724158,0.0385144129379442,-3.448519847380323,-13.553387978986317,-247.40280676005483,-2.5727681117966763,0.2269530026678854,ETWA
2020 - 2,41790799994,984403641323,1092881736472,1495948399334,-403066662862,-403078992128,446890274,-11787635305,-57095789308,-56938120145,-58.8,0.0424529108180002,-3.7114168378796815,-26.37702360244251,-127.76243438227075,-1.3624558551924044,0.1412579699190053,ETWA
2020 - 3,46373554853,1008478341515,1091179327838,1524091962900,-432912635062,-432843036893,745288709,-17859214593,-86941761508,-86702164910,-89.54,0.0459836894298936,-3.520553200489807,-23.96281384292379,-116.65514378267603,-1.869646723975293,0.2003085588077347,ETWA
2020 - 4,28489487729,289613552551,1055671083056,1323840658770,-268169575714,-268594424438,467391344,-26641740124,72652783063,72397812981,74.77,0.0983706994305216,-4.93658035310412,-57.00092752252596,155.44315057533458,2.5412114696363903,-0.2695432458528627,ETWA
2021 - 1,28913505256,294424396929,1052303978585,1333675890301,-281371911716,-281775912257,328550909,-5240089114,-13202336002,-13181487819,-13.61,0.098203496576992,-4.739904143833422,-15.94909333822601,-40.18353211130516,-0.4558938012631532,0.0467800377733407,ETWA
2021 - 2,28170289747,302632911519,1046566175374,1342815993791,-296249818417,-296651667803,340675909,-14633118580,-28080242703,-28057243365,-28.98,0.0930840258106937,-4.532714993603331,-42.95319449782403,-82.4250907128276,-0.9959870351701996,0.0945797593952251,ETWA
2021 - 3,26283624950,308270682356,1025816524933,1349006190466,-323189665533,-323540153857,521794629,-21650590193,-55183752056,-55109826878,-56.91,0.0852615135150831,-4.174038759071202,-41.49255088058793,-105.75760843256974,-2.0967361611207287,0.170333809330998,ETWA
2021 - 4,71988388309,360301823759,1053555048668,1168371468945,-114816420277,-115007115654,3715594629,-27294729211,-124613363675,-124379252360,-97.43,0.1998002329212517,-10.17599630894474,-7.345992212919629,-33.5379329871994,-1.727768259321484,1.081491798596151,ETWA
2022 - 1,80995061005,391252616562,1056448679845,1199322261748,-142873581903,-143026047764,20637800000,-5126494530,-28057161626,-28018932110,-12.73,0.2070147459120317,-8.394289873422828,-0.2484031500450629,-1.359503514231168,-0.3459338354998008,0.1959009044019213,ETWA
2019 - 1,602436,2108275,4702438,2681816,2020622,2020621,589761,-41207,-51014,-51014,-5.6,0.2857483013364006,1.3272230036097796,-0.0698706764265524,-0.0864994463859088,-0.0846795344235736,-0.0252466939619057,MSKY
2019 - 2,598158,1933562,4606390,2622674,1983716,1983715,1197839,407249,-87920,-87920,-9.7,0.3093554796794724,1.322101550826832,0.3399864255546864,-0.0733988457547299,-0.1469845759815968,-0.0443208827881021,MSKY
2019 - 3,627545,1513339,4534834,1713389,2821445,2821444,1805973,-29065,-97411,-97411,-9.8,0.4146757600246871,0.6072735779006856,-0.016093817570916,-0.0539382371718735,-0.1552255216757364,-0.0345252289253304,MSKY
2019 - 4,666686,711372,4359635,1516230,2843405,2843404,2452679,125980,-75323,-75323,-8.1,0.9371833583554032,0.533244472736033,0.0513642429359895,-0.0307105006403202,-0.1129812235445172,-0.02649043189079,MSKY
2020 - 1,727150,694110,4295028,1601433,2693595,2693594,510116,47419,-34628,-34628,-3.5,1.047600524412557,0.5945336993868788,0.0929572881462255,-0.0678825992519348,-0.0476215361342226,-0.0128556864917281,MSKY
2020 - 2,819186,814042,4216867,1457120,2759747,2759746,1015777,460626,-83658,-83658,-8.4,1.006319084273293,0.5279904281080838,0.4534715788996994,-0.0823586279271926,-0.1021233273029568,-0.0303136593005298,MSKY
2020 - 3,931587,712568,4166973,1458585,2708388,2705799,1497234,81776,-137605,-137605,-13.8,1.3073657531632068,0.5385435912432045,0.0546180490157183,-0.0919061415917618,-0.1477103051030124,-0.0508555883123617,MSKY
2020 - 4,1100846,886784,4594126,1936517,2657609,2655021,2015371,79914,-200618,-200088,-20.1,1.241391364751732,0.7286688899683889,0.0396522526125462,-0.099543954934352,-0.181758393090405,-0.0753621157798751,MSKY
2021 - 1,1179278,922033,4553951,1931817,2622134,2619143,425008,11121,-35475,-35347,-3.6,1.2789976063763444,0.7367346596321928,0.0261665662763995,-0.0834690170537966,-0.0299734244173129,-0.0134956357862094,MSKY
2021 - 2,1205861,886282,4387411,1826097,2561314,2558356,817706,344188,-96302,-96141,-9.7,1.360583877366346,0.7129531951178184,0.420919010010933,-0.1177709347858521,-0.0797280946974817,-0.0375792110245798,MSKY
2021 - 3,964511,869490,4081445,1539857,2541588,2538671,1162489,5118,-116334,-116132,-11.66,1.1092836030316622,0.6058641290405841,0.004402622304383,-0.1000732049937676,-0.1204050549967807,-0.045745195025271,MSKY
2021 - 4,866987,1071106,3887178,1408215,2478963,2475335,1460559,19420,-181648,-181852,-18.2,0.8094315595281886,0.5680661631496718,0.0132962790274134,-0.1243688204310815,-0.2097517033127371,-0.0734656117252816,MSKY
2022 - 1,870208,997128,3765560,1344378,2421182,2417662,301542,-22026,-57710,-57673,-5.79,0.8727144358597894,0.555256895185905,-0.0730445510078198,-0.191382958261204,-0.0662749595499007,-0.0238548647412252,MSKY
2020 - 4,208000029,170888061,248134573,183349865,64784708,64784708,170581115,35326319,10249473,10249473,0.0050927221139984,1.2171712159575618,2.8301411036690944,0.207093962306437,0.0600856255394977,0.0492763056297458,0.1582082148151381,PMMP
2021 - 1,211742834,171257058,252649106,183330317,69318789,69318789,54322990,11205206,4534081,4534081,0.0019,1.2364035472336563,2.6447420626462472,0.2062700525136779,0.0834652326758891,0.0214131496889287,0.0654091201737526,PMMP
2021 - 2,218402554,176767010,259441656,188507695,70933961,70933961,85772789,18540970,6149253,6149253,0.0026,1.2355391087963756,2.657509778708114,0.2161637766028571,0.071692352221402,0.0281555910742692,0.0866898297135838,PMMP
2021 - 3,218722573,180264663,258673075,185845326,72827749,72827749,128733924,28615089,8534884,8534884,0.0036,1.2133413690735382,2.551847730457796,0.2222808729111683,0.0662986393547671,0.0390215051100372,0.1171927475061737,PMMP
2021 - 4,229006842,189166183,268577438,194908550,73668888,73668888,175769252,40869313,9294368,9294368,0.004,1.2106119517144351,2.6457376416486698,0.2325168511270674,0.0528782360637229,0.0405855472213358,0.1261640870702432,PMMP
2022 - 1,236944461,193495447,275745426,198469125,77276301,77276301,60846633,12744764,3607413,3607413,0.0015,1.2245479915607522,2.568305191005454,0.2094571773593454,0.0592869781307373,0.015224719686526,0.0466820092747451,PMMP
2019 - 1,2447604666897,1269000138411,4315618681968,1311969189379,3003649492589,3006455628033,1377695742333,162987637389,92900354522,92961364141,452.0,1.928766272604044,0.436791707093675,0.1183045228208338,0.0674316916772072,0.0379805470214491,0.0309205841171255,SCCO
2019 - 2,2416876575965,1299999417345,4318732115154,1342968468313,2975763646841,2980487905311,2644128001630,316912046267,136968698774,138947831419,676.0,1.8591366609232856,0.4513021286951547,0.11985503200739,0.0518010847771228,0.0574906607978198,0.0466191562701548,SCCO
2019 - 3,2587451482264,1360008765659,4473708391002,1402977816627,3070730574375,3075668574665,3935245993743,475724078166,231935626308,234128500773,1139.0,1.9025255921863384,0.4568873050389823,0.1208880153673738,0.0589380248850453,0.0904861414321629,0.0761227990237866,SCCO
2019 - 4,2545811121087,1215211419437,4400655628146,1259634682555,3141020945591,3156088935093,5701072391797,700209125242,303593922331,315228170984,1533.0,2.0949532569949505,0.4010271514817909,0.1228205988489985,0.0532520728499828,0.1238222931673757,0.0998793688856271,SCCO
2020 - 1,2282715721684,840433901038,4136578349273,884857164156,3251721185117,3266642869575,1394916940828,182628791889,110700239526,110553934482,537.0,2.716115709831162,0.272119629507584,0.1309244920207181,0.0793597355411643,0.0484308814417076,0.033843287710353,SCCO
2020 - 2,2129756044597,763530816904,3985844434198,807954080022,3177890354176,3192794906376,2102207992621,251980198402,139661108585,139497671283,675.0,2.7893517818086675,0.2542422771006823,0.1198645420845513,0.0664354379182398,0.0654993662945073,0.0436913974663463,SCCO
2020 - 3,2099413524940,683452044384,3940320045326,727875307502,3212444737824,3227347430434,3128365173332,339051380887,174215492233,174050195341,847.0,3.071778835385906,0.2265798688867213,0.1083797325763854,0.0556889885228597,0.0829041983741503,0.0539297981059307,SCCO
2020 - 4,1855080214313,421640268111,3743659818718,469705217664,3273954601054,3288820247162,4620736359547,522846059721,238152486485,237881695219,1157.0,4.399675160591246,0.1434672360798117,0.1131521080272707,0.051539942544644,0.1282325655697297,0.0723304034096341,SCCO
2021 - 1,1715471832701,224322926827,3605589224422,272387876380,3333201348042,3348009271791,1306075195116,87518080174,59246746988,59189024629,288.0,7.647331714889706,0.0817195986495106,0.0670084544146227,0.0453624318182828,0.0345030582844413,0.0176788711810637,SCCO
2021 - 2,1721526040828,209440299312,3619044467206,257505248865,3361539218341,3376222073146,2494858012649,152390338871,87584617287,87401825984,425.0,8.219650403876997,0.07660337486471,0.061081768220226,0.0351060528667136,0.0507699703118998,0.0258874635881276,SCCO
2021 - 3,1674736310784,210026587738,3587694851653,258091537291,3329603314362,3344243901784,3621642208254,231994144386,117323733308,117098674622,570.0,7.973925248326981,0.0775142000182847,0.0640577205161977,0.0323951750508678,0.0699206638489746,0.0350149923453649,SCCO
2021 - 4,1752396200332,256862068217,4698864127234,296166762993,4402697364241,4414906733760,5020992336635,374471648198,141762816916,141557860849,689.0,6.8223237961766925,0.0672693893063116,0.0745812028960326,0.0282340237569467,0.0807795981423499,0.0320636129788501,SCCO
2022 - 1,1781226780429,230874726772,4759170433699,270179421548,4488991012151,4501081356139,1612385156568,127861109866,86293647910,86174622379,419.0,7.715122418696127,0.0601871157274911,0.079299359303304,0.0535192522447168,0.0483793660222452,0.0191453154388038,SCCO
2019 - 1,1123043963886,558797509323,1593157948716,936044120843,657113827873,645985711727,356599846865,74809874249,35514951718,34836217632,10.95743946830139,2.009751198151548,1.4244778927767576,0.209786613501607,0.099593289313568,0.0310194602813752,0.0539272262522148,HKMU
2019 - 2,1146935251321,542470343905,1611654395075,941463945333,670190449742,659075611669,565495312283,114510230744,49004758544,48244908465,26.95,2.11428194040015,1.4047707568728125,0.2024954553234099,0.0866581163089743,0.0420641953496792,0.0732008704476679,HKMU
2019 - 3,1249650542303,651635534133,1725896753936,1021701352430,704195401506,691628039773,968888039494,190364079512,81894044887,79688015200,25.57,1.9177139318617085,1.450877626075061,0.1964768598149042,0.0845237442808861,0.0637682396017223,0.1152180227194873,HKMU
2019 - 4,1370511554169,779145720624,1867673930520,1149644809926,718029120594,704713847100,1271856134204,234532522515,89226320925,86374017581,26.81,1.7589925964957989,1.6011116777198948,0.1844017701434319,0.0701544133219461,0.0630231954763579,0.1225660854209714,HKMU
2020 - 1,1382720649910,788899187687,1884554238511,1155588181310,728966057201,715293749966,315574696608,48095276969,10991831434,10454388284,3.39,1.7527216043459812,1.5852427831099496,0.1524053654680144,0.0348311558313999,0.0075607377995551,0.0146155174492953,HKMU
2020 - 2,1249553846504,699077528789,1750692470726,1056780571833,693911898893,680442057492,461415905833,52888186186,-24007432039,-24168988584,-7.5,1.7874324306612754,1.5229319075215249,0.1146215063620754,-0.0520299186384983,-0.0193420945016655,-0.0355195395667972,HKMU
2020 - 3,1224346929855,697170765634,1702301983323,1053267258225,649034725098,635688286338,663534776227,54438497983,-68829711002,-68871359225,-21.38,1.7561650462230605,1.6228211180318026,0.08204317231502,-0.1037318818365186,-0.056251506452633,-0.108341400502668,HKMU
2020 - 4,594617548109,422167708885,929338313746,464910083092,464428230654,452036205561,559954787358,49937967637,-235701057176,-234943965253,-72.92,1.4084865696608169,1.0010375175456527,0.0891821424951454,-0.4209287294213408,-0.3951177794872817,-0.5197459016837436,HKMU
2021 - 1,583382523573,417774626112,915118471030,453787259063,461331211967,449025404356,130307289648,15228063000,-3146324436,-3056307582,-0.98,1.3964048726516067,0.9836474257359816,0.1168627099921706,-0.024145421522458,-0.0052389426465524,-0.0068065360052031,HKMU
2021 - 2,574071390458,413933063657,904132519994,449181295796,454951224198,442943013290,236777206549,27537937231,-9575617951,-9184205025,-2.85,1.3868701025866743,0.9873174791162032,0.1163031595496973,-0.0404414685457418,-0.0159983674115387,-0.0207345070346261,HKMU
2021 - 3,585943444225,301201453065,911266379496,459839459460,451426920036,440046838140,323159944496,43393712388,-12539227852,-12125886551,-3.76,1.94535397576104,1.0186354403129727,0.1342793657663136,-0.0388019247606821,-0.0206946364372048,-0.0275558997361598,HKMU
2021 - 4,377302397528,291936129718,720640872226,491407904227,229232967999,220837454207,389704532869,55157553473,-233183343268,-229464397859,-71.71,1.292414193106077,2.143705194399192,0.1415368537464287,-0.5983593302118071,-0.6081710568562481,-1.0390646762478688,HKMU
2022 - 1,353966033975,283943264159,699114203288,484937579923,214176623365,206486727471,120493614098,11697574072,-14384812576,-13702397937,-0.04,1.2466083145990363,2.2641947207122084,0.0970804482840569,-0.1193823646479765,-0.0387110531005576,-0.0663597031384229,HKMU
2019 - 1,535480538149,464496976239,1006736248091,593678364898,413057883193,413050855630,335258769873,51890752300,7100923041,7100850670,9.22,1.1528181356200615,1.437276442489794,0.1547782100365542,0.0211804244336096,0.0132607072790088,0.0171912261485804,RUIS
2019 - 2,554663025024,477972219283,1047727921393,632682444483,415045476910,415038332898,710481599940,104293863839,13708516758,13708327938,17.8,1.1604503413525642,1.524368966006569,0.1467931947115978,0.0192946823100804,0.024714695805452,0.0330290646704408,RUIS
2019 - 3,638330086149,575699708122,1200161661998,777494173279,422667488719,422660302572,1124899053624,161945236679,21330528567,21330297612,27.7,1.1087900117776812,1.8394936777261752,0.1439642394197715,0.0189621713150892,0.0334157798211959,0.0504667636922594,RUIS
2019 - 4,611756617722,591403183354,1251357407016,818355397777,433002009239,432994601073,1596396576716,235461124802,33086271543,33085812498,42.97,1.0344154968063757,1.889957506699005,0.1474953831875378,0.0207255966503403,0.0540832931586449,0.0764116051701576,RUIS
2020 - 1,706016148626,613480240569,1357614423451,927663875317,429950548134,429942964504,420720314621,72723574462,-3051461105,-3051636569,-3.96,1.1508376341040314,2.157605983625542,0.1728549155690568,-0.0072529445309738,-0.0043223325343745,-0.0070977706834219,RUIS
2020 - 2,714521388662,632724026560,1360997570194,909557243096,451440327098,451432715792,822453553314,118066250304,18438317859,18438114719,23.95,1.1292781033568722,2.014789526985591,0.14355369957156,0.0224186737168372,0.0258048464490711,0.0408435500441121,RUIS
2020 - 3,664657036153,583490529243,1290329373177,839361076400,450968296777,450960669933,1194614551732,174459266907,22586287538,22586068860,29.33,1.1391050974131536,1.861241870878247,0.1460381230532157,0.0189067574183266,0.0339815387958983,0.0500843429724274,RUIS
2020 - 4,665500151752,620170304014,1345151507257,888702914518,456448592739,456440759263,1616390151557,237294835447,27542197663,27541932779,35.77,1.0730925802873927,1.9469945326924596,0.1468054202250762,0.0170393253364416,0.041385314047627,0.0603406514866706,RUIS
2021 - 1,671394568945,621685613954,1329911813380,868748716101,461163097279,461155155708,359258963129,55240225545,8714366889,8714258794,11.32,1.0799583485209585,1.8838209761944893,0.1537615792905485,0.024256505149103,0.0129793406099385,0.0188965875934341,RUIS
2021 - 2,693276241525,645414621440,1344280014174,878795113033,465484901141,465476986947,757604769986,97791301279,11008597444,11008416440,14.3,1.0741563926429414,1.8879132510611856,0.129079574407652,0.01453079214932,0.0158788312372926,0.0236497544426475,RUIS
2021 - 3,700732342605,643305838334,1318201627516,853363807079,464837820437,464829855206,1178003530287,150064222871,14211516740,14211284699,18.46,1.0892678114343253,1.8358312718116216,0.1273886019971769,0.0120640697371574,0.0202806176266518,0.030573089356969,RUIS
2021 - 4,705432871300,614886507240,1297577363103,813265050471,484312312632,484290256371,1645636804155,217054302671,18335466460,18334263708,23.81,1.1472570352314762,1.6792161364870184,0.1318968451136779,0.0111418670351231,0.0259900898496732,0.0378580065710731,RUIS
2022 - 1,748004929442,634157836005,1311448997125,816423175419,495025821706,495003354730,409412974752,56824011132,10713509074,10713098359,13.91,1.1795248548124893,1.649253714897888,0.1387938698484601,0.0261679764313518,0.014322229623529,0.021642476271385,RUIS
2019 - 1,5223926626324,2043070910823,8099922979586,2445923230705,5653999748881,5341526766524,2704480240109,1015596228717,219847403736,203323639312,45.0,2.55689932182514,0.4326005198689794,0.3755236269265801,0.0812900758066324,0.0389216108601961,0.0380647047556241,TSPC
2019 - 2,5217219621244,1899424518182,8064809077585,2460727410004,5604081667581,5290665112438,5360491497159,2025137187874,348217897348,330750560138,74.0,2.746737009711535,0.4390955656908141,0.3777894599678593,0.0649600689661669,0.0633959434621491,0.0625158752460872,TSPC
2019 - 3,5097560620133,1709077992206,7985205858525,2287505205413,5697700653112,5376589330139,8172037981741,3110232899456,441640854376,416478749336,93.0,2.9826377984970134,0.4014786568619743,0.3805945232272874,0.0540429272799233,0.0817015785336818,0.0774615139380996,TSPC
2019 - 4,5432638388008,1953608306055,8372769580743,2581733610850,5791035969893,5486514279754,10993842057747,4241529318712,595154912874,554263001029,123.0,2.780822732566256,0.4458155024890481,0.3858095556069166,0.0541352977192003,0.102024644646417,0.1010227938482375,TSPC
2020 - 1,5835921893368,2092147522112,8883657622508,2780807665981,6102849956527,5775119669850,2765411986370,982746938283,307302582658,284093986120,63.0,2.7894409125971675,0.4556572233939531,0.3553708970405514,0.1111236170858501,0.0486802241892317,0.0491927444556969,TSPC
2020 - 2,5714598508249,2110116846052,8756861340454,2801678310144,5955183030310,5634773582953,5354789760290,1863230935391,401660892912,370773135694,82.0,2.70819055302124,0.4704604872569563,0.3479559457606218,0.0750096476038393,0.0648817471881516,0.065800893369648,TSPC
2020 - 3,5796927108346,2109462406734,8896887827512,2806407353903,6090480473609,5761976499639,8091631605419,2827986142067,534636195191,495653911360,110.0,2.748058979311777,0.4607858716670384,0.3494951673495721,0.0660727306014465,0.085502871106727,0.0860215086595812,TSPC
2020 - 4,5941096184235,2008023494282,9104657533366,2727421825611,6377235707755,6056208893426,10968402090246,3912789079505,834369751682,787803135441,175.0,2.9586786216160936,0.4276808872368218,0.3567328264692787,0.0760703104077475,0.1326023196748565,0.1300818960019953,TSPC
2021 - 1,6462837512976,2317066677233,9715909077807,3027022869152,6688886208655,6342761213250,2743631494051,975384473481,312024636760,286926455684,64.0,2.789232427568207,0.4525451285499852,0.3555085570332315,0.113726875287939,0.044396359201034,0.0452368370867583,TSPC
2021 - 2,6364499309371,2367276379211,9613219067560,3063207379029,6550011688531,6209761313887,5485096336934,1929955303041,443603800941,409380240626,91.0,2.6885324270807165,0.4676644141555721,0.3518544040959881,0.0808743864631848,0.0643224581740835,0.0659252779507797,TSPC
2021 - 3,6226655999779,2021562075841,9616119910236,2923881381195,6692238529041,6343378769218,8345030622817,2969173427789,588475573498,545664374290,121.0,3.0801210975372197,0.4369063308946331,0.3558013819231148,0.0705180843661602,0.0876336149466691,0.0860210928815888,TSPC
2021 - 4,6238985603903,1895260237723,9644326662784,2769022665619,6875303997165,6530367162670,11234443003639,4008293389897,877817637643,823767936791,183.0,3.2918886175750885,0.4027491245130097,0.356786125364529,0.0781362847591698,0.1320355565936336,0.1261441992878996,TSPC
2022 - 1,7008953327470,2364581744510,10390728925074,3226098507606,7164630417468,6799136257626,2972443866931,1041987491531,291080675857,270523350510,60.0,2.964140843827088,0.4502812175406128,0.3505490896306934,0.0979263827638017,0.0385968257842073,0.0397878995595326,TSPC
2019 - 1,3064531649218,1589180088082,3272143342280,1910605353775,1361537988505,1348185992618,4134059906981,428813331430,113685485621,110232211307,120.01,1.928372795632381,1.403269956406349,0.1037269273011458,0.0274997189636813,0.0359703288870026,0.0817633560284538,TGKA
2019 - 2,2614303622993,1298896847162,2837509140307,1620696942514,1216812197793,1216802700271,7284866440114,844858275231,221328167709,221327246639,240.97,2.0127107311909125,1.3319203616248656,0.1159744357945674,0.0303819115324146,0.0846601154863612,0.1818924683432302,TGKA
2019 - 3,2742593846808,1371839590455,2975508284771,1697994507955,1277513776816,1277503604272,10282367321635,1247350690185,314176992982,314175396890,342.06,1.999208847660068,1.3291398799525915,0.1213096800734267,0.0305549279805385,0.1145541098823862,0.2459291667275071,TGKA
2019 - 4,2761095717618,1281093781950,2995872438975,1603873392263,1391999046712,1391988121148,13372043554341,1680936212582,428418484105,428415981870,466.43,2.1552643190690026,1.152208685811576,0.125705260063733,0.0320383703780206,0.1551615828224871,0.307772728345323,TGKA
2020 - 1,3363654433714,1791578745896,3643209145602,2133492181991,1509716963611,1509704593152,3382786383814,408912188689,119838315634,119836870739,130.47,1.877480652982282,1.413173616919578,0.1208802869272409,0.0354259187654898,0.0356269863924997,0.0793776950024385,TGKA
2020 - 2,2844950497945,1413126433736,3121599704943,1757376706665,1364222998278,1364210764436,6651013499400,839093833400,236115004051,236113475773,257.07,2.013231392483097,1.2881887410513244,0.1261602962429254,0.0355006051442085,0.0829938784325254,0.1730769774937345,TGKA
2020 - 3,3350979486219,1801451830735,3640463552234,2151755230878,1488708321356,1488694076317,9742658906025,1278080650324,360600327129,360596787654,392.6,1.8601549200745413,1.4453840285638084,0.1311839676059701,0.0370125168711387,0.1076093688836248,0.2422235658692949,TGKA
2020 - 4,3067116650845,1406291340510,3361956197960,1763283969693,1598672228267,1598658902015,12488883541697,1682198789993,478561152411,478557787065,521.03,2.180996613214365,1.102967786964338,0.1346956903214441,0.0383189698913608,0.1560285576139257,0.2993495275707724,TGKA
2021 - 1,3703535686237,1907749624690,4000083665261,2263611668923,1736471996338,1736457627990,3072137985938,403055523729,137799768071,137798725975,150.03,1.9413111858631904,1.3035693484816748,0.1311970769457274,0.0448546805845787,0.0372073439138401,0.0793562271568388,TGKA
2021 - 2,3073619357432,1449984987691,3356940589107,1806252107337,1550688481770,1550672244282,5943737344361,777797602914,250526587253,250523486017,272.75,2.119759434424576,1.1648065543604815,0.1308600225499398,0.042149673301207,0.08150764843774,0.1615579868284794,TGKA
2021 - 3,3291869692960,1598135657999,3578114884857,1960069958944,1618044925913,1618024934670,8965957728226,1147791950631,350030277646,350023422655,381.08,2.059818687158071,1.2113816665739416,0.1280166587243214,0.0390399205813852,0.1063296713729467,0.2163275825699114,TGKA
2021 - 4,3071867706530,1319656849510,3403961007490,1643370252313,1760590755177,1760564666486,11926149980019,1515617792626,481109483989,481097539768,523.79,2.327777639824028,0.93341978962498,0.1270835764404486,0.0403407205841824,0.1566140165298494,0.2732632029519523,TGKA
2022 - 1,3783202486472,1943030064305,4161099947465,2277740630000,1883359317465,1883331251337,3239571727847,358064182769,122768562288,122766584851,133.66091877263048,1.947063278110012,1.2094031175452151,0.110528246586152,0.037896540839857,0.0324504398826099,0.065185869328004,TGKA
2019 - 1,1182193633142,1020952987981,1283230610661,1047075511231,236155099430,236155099430,677888909917,57304630669,4047158845,4047158845,3.0,1.1579315081685235,4.433846712428792,0.0845339550930495,0.0059702390550916,0.003423431434192,0.0171377152336261,SDPC
2019 - 2,1182209006813,1026730792844,1289456537016,1053986166844,235470370172,235470370172,1344308130973,117333114950,7794139088,7794139088,6.0,1.15143036037551,4.476088291168493,0.0872814143176201,0.0057978813847972,0.0065928605205025,0.0331002965778953,SDPC
2019 - 3,1153601797487,996499169331,1261907887070,1025121039331,236786847739,236786847739,2026758535294,174148865764,9110616653,9110616653,7.0,1.157654550039887,4.329298899493552,0.0859248216950215,0.0044951662935409,0.007897540271562,0.0384760249143662,SDPC
2019 - 4,1110540241160,966343568608,1230844175984,995406359608,235437816376,235437816376,2726755413484,228756867377,7880007292,7880007292,6.19,1.1492188464188908,4.227894970017525,0.0838934310887514,0.002889884165273,0.0070956521879558,0.0334695904561713,SDPC
2020 - 1,1195776855493,1045408017678,1317402180528,1075189012178,242213168350,242213168350,785280980062,68015303592,6775351975,6775351975,5.0,1.143837463719659,4.439019643326506,0.0866126970076749,0.0086279333729247,0.0056660671628458,0.0279726821673442,SDPC
2020 - 2,1103592127627,953542828380,1222681109093,980974672380,241706436713,241706436713,1350009712175,118329132993,3851049338,3851049338,5.0,1.157359790017951,4.058537644757886,0.087650579048324,0.0028526086170117,0.0034895585439529,0.0159327545859802,SDPC
2020 - 3,1063453249329,911602321172,1180629080557,940335772172,240293308385,240293308385,1950600951828,169877204706,3711921010,3711921010,5.0,1.166575846320546,3.9132832224582215,0.0870896759005475,0.0019029627800198,0.0034904411758035,0.0154474589198827,SDPC
2020 - 4,1028893089973,903258283864,1164826486522,935629997936,229196488586,229196488586,2643626505412,221691607877,2804331066,2804331066,2.2,1.139090676889841,4.082217854681178,0.0838588989114595,0.0010607894346115,0.0027255806199199,0.0122354887865035,SDPC
2021 - 1,1076776626651,947540200111,1211431270008,981344025896,230087244112,230087244112,683789031082,55254028764,890755526,890755526,0.7,1.1363914971891014,4.265095310621867,0.0808056670294466,0.0013026759504909,0.0008272426276287,0.0038713816119524,SDPC
2021 - 2,1133463031638,993391859078,1256934722554,1022898686604,234036035950,234036035950,1428421342701,115987379339,3311021665,3311021665,4.0,1.1410029398569912,4.370688823419204,0.0811996963862774,0.0023179586904933,0.0029211554083198,0.0141474865251408,SDPC
2021 - 3,1277627200294,1130796541337,1398918432791,1158180010372,240738422419,240738422419,2271429685311,183581229893,10013408133,10013408133,10.0,1.1298471065213858,4.8109479107419455,0.0808218854760033,0.0044084165130689,0.0078375038749141,0.0415945574137388,SDPC
2021 - 4,1070304631909,942588716838,1206385542888,969406193098,236979349790,236979349790,2988848566331,241753570536,9571235584,9571235584,7.51,1.1354948481660534,4.090677917536032,0.0808851854387416,0.0032023153303311,0.0089425340212988,0.0403884793864173,SDPC
2022 - 1,1165336567782,1024983262428,1301095885230,1053012971595,248082913635,248082913635,813456272094,69259340770,11103563845,11103563845,8.72,1.1369322900176226,4.244600952826116,0.0851420575954409,0.0136498595264588,0.0095282033980393,0.044757471130545,SDPC
2019 - 1,655566,667018,1851648,753033,1098615,1098609,699164,493051,24891,24891,11.0,0.9828310480376842,0.6854384839092857,0.7052007826489922,0.0356010893009365,0.0379687171085748,0.0226568324126236,MAPB
2019 - 2,699281,720628,1943210,811156,1132054,1132048,1434544,1028363,57800,57800,27.0,0.9703772265301932,0.7165347236085912,0.7168570639868836,0.040291549091558,0.0826563284287718,0.0510579056718443,MAPB
2019 - 3,673285,708950,1983727,803848,1179879,1179872,2224261,1599060,105095,105094,48.0,0.9496932082657452,0.6812969804530804,0.7189174292045762,0.0472494010370185,0.1560914026006817,0.0890723739524287,MAPB
2019 - 4,696708,714049,2067287,831592,1235695,1235687,3094880,2217865,165726,165725,76.0,0.9757145518024674,0.672975127357479,0.7166239078736494,0.053548441296593,0.2378686623377369,0.1341156781612172,MAPB
2020 - 1,586881,1051643,2683867,1512406,1171461,1171453,677839,482092,-15423,-15423,-7.0,0.5580610530379606,1.291042552846403,0.7112190357887345,-0.0227531906544179,-0.0262796035312099,-0.0131657010567218,MAPB
2020 - 2,611261,1138269,2655812,1583218,1072594,1072586,959797,666070,-114753,-114753,-53.0,0.5370092658238079,1.4760645686998062,0.6939696623348479,-0.1195596568857789,-0.1877315909243351,-0.1069872252667851,MAPB
2020 - 3,621449,1154134,2612374,1572951,1039423,1039415,1457352,988720,-148387,-148387,-68.0,0.5384548068075284,1.5132924709189617,0.6784359578193875,-0.1018196015787537,-0.2387758287486181,-0.1427601102543257,MAPB
